文本,识别结果,消极概率,积极概率,支持,反对,IP地址,评论者性别
正确的,积极,0.32,0.68,0,0,,Gender.UNKNOWN
吧里都是不谈的吗，这种一看就是给个台阶下的，好女孩无疑了，情商也高,消极,0.98,0.02,1,0,河南,Gender.MALE
"要不就不聊，要不就直接删咯，她不找你你就别去找她，别真成🤡了
小尾巴",消极,0.75,0.25,0,0,江西,Gender.MALE
你讲nm的故事呢？我们要看截图,积极,0.24,0.76,1,0,河南,Gender.UNKNOWN
不是，15年？,中性,0.38,0.62,0,0,上海,Gender.MALE
帖子最开始说的就是自己放下了 结果不还是在矛盾吗 想不好就出去跑跑步 路还长呢 不用吊死在一棵树上,消极,0.95,0.05,0,0,浙江,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,福建,Gender.MALE
3,积极,0.25,0.75,0,0,河南,Gender.MALE
速度,积极,0.28,0.72,0,0,河南,Gender.MALE
高考后大的来了,积极,0.35,0.65,1,0,湖北,Gender.MALE
你多高呀，帅不帅？有点好奇,积极,0.22,0.78,0,0,天津,Gender.MALE
实际上和你不怎么接触别的女生有关系，你倒是接触接触别的啊，只舔一个还不能搞到手显得你很廉价,消极,0.75,0.25,0,0,安徽,Gender.UNKNOWN
如果你们本来没啥关系，只是你一厢情愿，你这样说不是压力人家吗？,中性,0.51,0.49,0,0,广东,Gender.MALE
你放不下的，别人都放进去了,积极,0.25,0.75,1,0,湖南,Gender.FEMALE
你不释怀的，别人都显怀了,中性,0.6,0.4,0,0,,Gender.UNKNOWN
lz太幼稚了小瞅发炎,积极,0.12,0.88,0,0,辽宁,Gender.MALE
出分了我感觉没考好，于是问她，我喜欢你，如果我复读一年上个985她会考虑我吗，，她说不会，然后说可不可能和我是不是985没啥关系，，，这是第一次表白，，然后然后，她问我我们那里有个公园开不，我还帮他问问，，然后等到了她官宣说说真的我看到了时候再玩刘备，感觉天塌了就是一个拉手的照片，配文字说新身份，，我给她发99她回个👌真的加上失利，最黑暗的日子，，最后被一个普通211录取了，也就没考虑复读了..然后一点联系都没了，直到我发现她情头换了,消极,0.88,0.12,10,0,湖北,Gender.MALE
都让你🤡完了，还在这更新个√8,积极,0.35,0.65,0,0,,Gender.UNKNOWN
没事，我爱看,积极,0.21,0.79,0,0,,Gender.UNKNOWN
小丑给你丑完了,积极,0.22,0.78,0,0,,Gender.UNKNOWN
好好好 211普通 带砖生哭死,中性,0.6,0.4,0,0,,Gender.UNKNOWN
"
目明き千人目盲千人とある。",消极,0.98,0.02,0,0,日本,Gender.FEMALE
gkd,积极,0.21,0.79,0,0,福建,Gender.MALE
前七次都拒绝你了 想和你在一块早就在一块了 还舔着个b脸往上a呢 人家不喜欢你有错吗 看你发那几张聊天记录就觉得你是个鬼屋 表白失败就开始气急败坏了瑙叹,消极,0.7,0.3,2,0,河北,Gender.MALE
比孟获还猛,积极,0.32,0.68,0,0,,Gender.UNKNOWN
上初中了没。,中性,0.47,0.53,0,0,重庆,Gender.MALE
人家lz是211的,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
了,积极,0.29,0.71,0,0,广东,Gender.MALE
😂这发言，好丑,积极,0.22,0.78,0,0,河南,Gender.FEMALE
@1.31,积极,0.27,0.73,1,0,云南,Gender.FEMALE
做个随堂测试,积极,0.25,0.75,2,0,湖北,Gender.MALE
+3,积极,0.23,0.77,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,江西,Gender.UNKNOWN
我问你一句她知道你喜欢她15年吗,积极,0.35,0.65,1,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,浙江,Gender.MALE
+3,积极,0.23,0.77,0,0,福建,Gender.MALE
gkd,积极,0.21,0.79,0,0,浙江,Gender.MALE
谈了一学期好像？我问她为啥不谈了她说没啥意思，不想谈了，我问是不是吵架了，她说也没吵架这是楼主不理解的一点，没啥意思为啥当初要谈？为了谈而谈吗？之后就是开始正常聊天了，，就是很正常的那种，不像这个月了楼主,消极,0.94,0.06,4,0,湖北,Gender.MALE
男的日够了，换一个呗,中性,0.43,0.57,0,0,,Gender.UNKNOWN
不敢接受真相吗？,中性,0.47,0.53,0,0,,Gender.UNKNOWN
时间的沙粒并没有使你的金粒（特点）突显出来，因为根本没有金粒。 但沙粒却把你在阳光下闪闪发光的玻璃（普通特点）磨灭的看不见了 这么长时间干嘛呢，你这样说，对面只会觉得你神经。,消极,0.65,0.35,0,0,,Gender.UNKNOWN
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
"她吊着你的时候，早就是别人的形状了
I loved you
I loved you most
I love you more now",中性,0.39,0.61,1,0,山东,Gender.MALE
其实你应该争取做个炮友的,积极,0.18,0.82,0,0,山东,Gender.MALE
逆天,消极,0.63,0.37,0,0,江西,Gender.FEMALE
她已经把你当朋友了，那就只能当朋友处。。,消极,0.64,0.36,0,0,上海,Gender.FEMALE
说着要决断，可还是让别人删除，你是在大吵大闹的期盼着什么吗？正真的离开都是悄无声息的，像是一个风和日丽的下午，说了一个普通的再见后，披上大衣，头也不会的就离开了。,消极,0.69,0.31,1,0,河北,Gender.MALE
真是,积极,0.28,0.72,0,0,,Gender.UNKNOWN
你喜欢别人就不喜欢吗 只是你登不到罢了 别人狠狠的站起来登 多健身锻炼换个发型啥的 然后除了她之外多去认识别的女生 追人别带着太强的目的 就点到为止 我看你上面聊天记录感觉你太🐢而且优柔寡断 人家喜欢你才怪呢,消极,0.79,0.21,2,0,广东,Gender.UNKNOWN
你的喜欢只是自我感动，一点用都没有,积极,0.29,0.71,0,0,上海,Gender.MALE
先打,积极,0.31,0.69,0,0,山西,Gender.MALE
😅😅真够吧尴尬，跟个🐶似的追着咬，她要是真喜欢你早就同意了，不同意就说明她根本不喜欢你，遇到她喜欢的，第二天说不定就在酒店大战了，心里怎么就是没数呢？,消极,0.71,0.29,1,0,上海,Gender.MALE
看你说话就像🤡,积极,0.24,0.76,0,0,江苏,Gender.UNKNOWN
我觉的你想的太多了，你不需要知道她到底在想什么。她明确拒绝你是事实，还不删你无非两种情况，在给你台阶不想闹得太难看，或者她在想有没有可能做朋友但做恋人绝对不可能，如果你觉得做不了朋友就放弃，没必要这么拉扯来去的，她不喜欢你。你也不用逼她和你谈恋爱，这不是真的爱情,消极,0.88,0.12,3,0,陕西,Gender.FEMALE
插眼,积极,0.28,0.72,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
15年要喜欢早喜欢上了，现在你在她心里的形象早就已经定型了，她态度一直那样不冷不淡的，就只是把你当成玩了很久的朋友。年龄到了想谈恋爱很正常，追求新鲜感罢了，有时候太熟了反而谈不起捏,消极,0.69,0.31,1,0,江苏,Gender.FEMALE
是这个理儿，可能姑娘把你当成闺蜜，有些东西跟女生不好讲跟男的说说吐槽反而没事，你把这种谈得来误以为是感情亲密，我之前也有过类似的经历，但那真的只是友情。。,消极,0.87,0.13,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,新疆,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
她宁愿随便找个人谈都不和你谈，你在自我感动牛魔,积极,0.34,0.66,0,0,广东,Gender.MALE
正确的，一针见血的！,消极,0.73,0.27,0,0,,Gender.UNKNOWN
不是你逼着她谈的吗？,积极,0.31,0.69,0,0,安徽,Gender.MALE
讲话像吃枪药一样要我也担心这个人以后会不会打人。现在表个白和理所当然一样，你觉得你喜欢人15年很了不起，实际上就是利用这种绑架别人而已,消极,0.73,0.27,1,0,福建,Gender.MALE
平时都是这样，这样算正常了吧，说了楼主只是最近在感情方面想自暴自弃了,消极,0.96,0.04,6,0,湖北,Gender.MALE
从聊天记录看出几个点。第一你不够用心，你们是异地，这可能也是影响她拒绝你的因素之一，你们的交往方式都是通过网上聊天，现实里接触可能不够，这也是很多的通病，喜欢在网上确定关系，好在线下发生关系，这个是错误的习惯，如果你喜欢她，不如尝试住在她的城市几个月或者半年，至少待上一段时间，哪怕是陪她消遣也好，只有待在一次才有奇遇，制造机会在合适的时候当面跟她表白，哪怕她拒绝你，至少在她的动作、语言和眼神上能获取一些信息，这些信息能够判断你后续的可能性，远远比你微信突然的表白要好很多；第二你很幼稚，“谈不谈，一句话”这种句子看似很霸气很大男人，但是很幼稚，像小孩子过家家，尤其对于现代女性来说就显得很敷衍很虚伪，对方如果答应你了反而显得对方一文不值；第三你的目地太明显，你说你喜欢她，我觉得你是想得到她，你不能把跟她交往作为目的，你要给对方一种“我期待有你的未来”的感觉，如果你只是单纯的想跟她在一起，那么她跟你在一起之后，你的目的就达成了，你就会满足于一时的快感，而这个快感会随时间消失的，也就是所谓的七年之痒，这恰恰是最没有安全感的感情，对方如果意识到就会拒绝你。,中性,0.45,0.55,18,0,海南,Gender.UNKNOWN
学到了,积极,0.32,0.68,0,0,,Gender.UNKNOWN
哥，出个教学,积极,0.29,0.71,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,四川,Gender.MALE
3,积极,0.25,0.75,0,0,四川,Gender.MALE
3,积极,0.25,0.75,0,0,四川,Gender.MALE
3,积极,0.25,0.75,0,0,四川,Gender.MALE
楼主说了那些强势的话是喝过酒说的啊，我也不想啊,消极,0.92,0.08,0,0,湖北,Gender.MALE
越舔越舔不到。现在你必须残酷起来，疯狂地压榨自己向上边证明自己有收买价值。然后等到这个女孩被经济现实痛击放弃掉爱情时，你就可以用你的血与泪结成的果实换来她的肉体，甚至你可以在自己的家庭里复刻这些东西来对她进行控制。,消极,0.96,0.04,0,0,,Gender.UNKNOWN
骂不醒你这个b，你抱着他的号守活寡吧,消极,0.71,0.29,0,0,,Gender.UNKNOWN
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
和我最近有点像啊 不过lz的是直接拒绝了 我的是还吊着我😀 不过都拒绝你了 那就快点走吧 你没尊严的吗 明确拒绝了 那就走啊 顶多自己偷偷哭会 那也得走啊,消极,0.85,0.15,0,0,,Gender.UNKNOWN
🤣果然小丑，以后只能看着人家照片默默流泪了,消极,1.0,0.0,0,0,湖北,Gender.MALE
你硬气你嘛呢，真硬气直接给对面删了就是了,中性,0.52,0.48,0,0,浙江,Gender.MALE
3,积极,0.25,0.75,1,0,江苏,Gender.UNKNOWN
不过说句实话，都对你一开始就没感觉，也不可能有机会在一起,中性,0.48,0.52,0,0,湖北,Gender.MALE
V我100请你抽熊猫,积极,0.29,0.71,0,0,河南,Gender.MALE
3,积极,0.25,0.75,0,0,山西,Gender.FEMALE
3,积极,0.25,0.75,0,0,山西,Gender.FEMALE
3,积极,0.25,0.75,0,0,山西,Gender.FEMALE
3,积极,0.25,0.75,0,0,山西,Gender.FEMALE
3,积极,0.25,0.75,0,0,山西,Gender.FEMALE
3,积极,0.25,0.75,0,0,山西,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
到底删不删，什么纯纯被汤姆猫,消极,0.91,0.09,0,0,广西,Gender.MALE
感觉还是蠢,中性,0.61,0.39,0,0,河南,Gender.MALE
➕个☔,积极,0.26,0.74,0,0,河南,Gender.UNKNOWN
，你直接删掉不就好了，还不想再梦见她，你是怕她忘了你吧🤡🤡🤡🤡🤡,中性,0.47,0.53,1,0,浙江,Gender.MALE
哈哈,积极,0.02,0.98,0,0,,Gender.UNKNOWN
小丑不想删还嘴硬让别人删，你是没有删除键？,消极,0.7,0.3,0,0,福建,Gender.MALE
3,积极,0.25,0.75,0,0,山西,Gender.MALE
小丑，还让对方删你，还以为对面会挽留你啊，若纸,积极,0.22,0.78,0,0,北京,Gender.UNKNOWN
哪里硬气了？,中性,0.4,0.6,0,0,浙江,Gender.MALE
3,积极,0.25,0.75,0,0,辽宁,Gender.MALE
你晚上自己🦌🦌得了,积极,0.27,0.73,0,0,辽宁,Gender.MALE
楼主和我一样，喜欢了很久最后也差不多,消极,0.73,0.27,0,0,安徽,Gender.MALE
3,积极,0.25,0.75,0,0,安徽,Gender.MALE
鉴定为不行,积极,0.27,0.73,0,0,北京,Gender.MALE
"自己不删还让人家删你 真小丑
自己放不下就直说🤡",消极,0.87,0.13,0,0,江苏,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,江苏,Gender.UNKNOWN
lz头像是那个女的？,积极,0.3,0.7,0,0,广东,Gender.MALE
你最后让她删你看着也挺🐢的，要删你直接删，还说那么多让她删?事实上还是放不下,消极,0.9,0.1,0,0,广东,Gender.UNKNOWN
还是给的脸太多了🤡,积极,0.3,0.7,0,0,河南,Gender.MALE
小丑,积极,0.22,0.78,0,0,上海,Gender.MALE
真放下的是什么都不会说的就比如我每次说放下都是骗自己的，直到后面真的伤心了就是摸摸划掉啥也不说,消极,0.99,0.01,0,0,广西,Gender.MALE
🤡,积极,0.21,0.79,0,0,江苏,Gender.UNKNOWN
然后聊的也有来有回，，到了去年暑假把她约出去看电影了我不小心透漏了时间，导致几个哥们一起去了就坐在我们后面看笑话，看了正爽呢，学校突然有事，我出去打电话了，打完电话电影看完了然后放映厅有两个出口，我们一左一右出去了，当时我也小脑萎缩了,消极,0.93,0.07,7,0,湖北,Gender.MALE
🥢🐴➕编,积极,0.26,0.74,0,0,,Gender.UNKNOWN
真给你丑完了，我看你就是p瘾犯了但也没什么认识的女的，所以只能找个以前的来舔，我劝你赶紧断舍离然后多认识点女的搞暧昧,消极,0.94,0.06,2,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
哦对，有一点，，我说了请他吃饭看电影，然后她说想喝喜茶，，我那时候在停车，我看见她把小程序打开了都不点，非得等我打开才点,消极,0.77,0.23,3,0,湖北,Gender.MALE
陪你吃饭看电影就是喜欢你啦？我起码跟五个女生这样过,积极,0.28,0.72,0,0,天津,Gender.UNKNOWN
这年头，牵手都可以只是普通朋友，你在想什么呢,积极,0.37,0.63,0,0,,Gender.UNKNOWN
cy,积极,0.23,0.77,0,0,,Gender.UNKNOWN
lggh,积极,0.22,0.78,0,0,江苏,Gender.UNKNOWN
uhhhgg,积极,0.25,0.75,0,0,江苏,Gender.UNKNOWN
fvhjhghh,积极,0.35,0.65,0,0,江苏,Gender.UNKNOWN
hfghju,积极,0.35,0.65,0,0,江苏,Gender.UNKNOWN
ggghhhhu,积极,0.24,0.76,0,0,江苏,Gender.UNKNOWN
ghhju,积极,0.29,0.71,0,0,江苏,Gender.UNKNOWN
哪有人微信表白的，让她上qq说不定能答应你,积极,0.32,0.68,0,0,上海,Gender.UNKNOWN
虽然十几年了属实🤡 但是还是要支持你有割断的勇气。,消极,0.79,0.21,0,0,广东,Gender.MALE
没意思,积极,0.32,0.68,0,0,四川,Gender.MALE
更了,积极,0.22,0.78,0,0,江西,Gender.MALE
我说实话，你几年后看你自己，就会感觉自己是个铁憨憨,消极,0.74,0.26,2,0,天津,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,浙江,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,江西,Gender.UNKNOWN
这不是《亲密关系》里面的吗？,积极,0.28,0.72,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,天津,Gender.MALE
3,积极,0.25,0.75,0,0,天津,Gender.MALE
3,积极,0.25,0.75,0,0,天津,Gender.MALE
学心理学的建议楼主学习下,积极,0.31,0.69,0,0,湖北,Gender.MALE
gkd,积极,0.21,0.79,0,0,湖南,Gender.MALE
看不下去了，删个人还推来推去，你小孩子过家家?,消极,0.76,0.24,0,0,江西,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,山东,Gender.MALE
这种dinner帖子也有这么多人看啊,消极,0.77,0.23,0,0,广东,Gender.MALE
傻子,中性,0.44,0.56,0,0,江西,Gender.MALE
🤡,积极,0.21,0.79,1,0,广东,Gender.UNKNOWN
打个🦶再看,中性,0.39,0.61,0,0,黑龙江,Gender.MALE
纯傻子,中性,0.41,0.59,0,0,陕西,Gender.MALE
后来我送她回家，，才五点，我说回去这么早吗去哪里转转不，，她说不了，太热，，后来看我不太高兴才说在楼下公园转转，当时走的很近，我真的一冲动差一点就直接牵手了,消极,0.72,0.28,2,0,湖北,Gender.MALE
家人们谁懂啊，碰到下头男了，莫名其妙就想牵我的手,中性,0.45,0.55,0,0,,Gender.UNKNOWN
你觉得她会让你牵手吗？别自欺欺人了行吗？单向的真诚只会喂狗，认真你***输了,消极,0.95,0.05,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,河北,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.UNKNOWN
4,积极,0.25,0.75,0,0,四川,Gender.UNKNOWN
是这样的，我儿子今年六年级马上要小升初了，最近几天拿着手机不停的刷来刷去，我每次问他在刷什么他都会回答：“我们 m m的事情你少管”。学校老师昨天找我谈话，说：“你儿子最近在班里有点不对劲，经常在上课的时候莫名其妙的声嘶竭力般大喊 m m，中肯的，一针见血的，把其他同学都吓一跳，扰乱课堂纪律。下课了也和其他同学不一样，趴在地上爬来爬去，边爬边说：我是下水道的老鼠，同学指责他老师教育他他也只会说一些难懂的词，什么“别急，之后有的是你急的”“孙吧鼠鼠”“网络冲浪”“玩梗高手”“ m m”你回去赶紧看看你儿子吧，是不是入了魔了。这样的精神状态是无法进行小升初学业水平测试的听了老师说的这些话我既惊讶又震撼，把我儿子变成这样的到底是什么东西，我趁儿子写完作业睡觉时打开他的手机进入贴吧点进关注列表，一眼就认出来了那个他老是在我耳边念叨的孙笑川吧，看了几个帖子我感到无比愤怒和恶心，为什么这种毒害青少年的不良社区会出现在我儿子的手机里，帖子种种姓暗示，歧视言论，活脱脱一个电子下水道我抄起杆子将躺在床上正睡觉的儿子打醒，不理会儿子的号叫一边打一边骂：“这是什么？我一定要举办这种毒害青少年的不良社区”。儿子只是在那里哭，边哭边说：“辱骂我们孙笑川吧其他吧友不会放过你的，我不读书了我要去找顶针”。我越听越来气，越气越想哭，我们全家为了儿子小升初付出了很多很多，我和他父亲每天起早贪黑早出晚归累死累活的上班供他吃好喝好为了考个好学校，现在他因为一个电子粪坑想放弃读书，这不是要了我的命吗。,消极,0.86,0.14,0,0,浙江,Gender.MALE
